date,ticker,close,volume,short_volume,short_exempt_volume,short_ratio_pct,short_interest,days_to_cover,borrow_fee_pct,utilization_pct,rebate_rate_pct,shares_outstanding,avg_daily_volume,fail_to_deliver,dark_pool_short_volume,dark_pool_short_ratio_pct,price_change_pct,squeeze_score,sentiment_tag,market_cap,exchange,country,data_type
2025-10-27,NVDA,6807,635476,174748,2741,27.5,394492693,451.21,1.6,72.25,-0.66,3891798171,874303,11227,32800,5.16,-1.16,100,volatile,26491470149997,NASDAQ,US,short_interest
2025-10-28,NVDA,6587,300000,108034,631,36.01,61636531,211.02,3.18,67.59,-0.9,1496083195,292091,4594,16760,5.59,1.91,100,squeeze_watch,9854700005465,NASDAQ,US,short_interest
2025-10-29,NVDA,6621,492039,65793,454,13.37,236429116,578.82,0.05,69.41,0.7,1457151956,408469,4218,10959,2.23,-0.17,100,squeeze_watch,9647803100676,NYSE,US,short_interest
2025-10-30,NVDA,6864,409393,111819,667,27.31,292258351,530.98,1.72,96.91,0.33,4365509472,550411,10574,47969,11.72,3.0,100,neutral,29964857015808,NASDAQ,US,short_interest
2025-10-31,NVDA,7017,499767,114586,454,22.93,59191042,95.27,0.37,63.41,-0.62,757852789,621324,7332,52029,10.41,0.31,100,squeeze_watch,5317853020413,NYSE,US,short_interest
2025-11-03,NVDA,6624,431717,109313,1982,25.32,235561768,490.02,3.3,63.88,-1.18,4471748524,480722,361,56060,12.99,-0.23,100,neutral,29620862222976,NYSE,US,short_interest
2025-11-04,NVDA,7022,450023,156770,743,34.84,70440387,145.47,2.14,70.15,-0.21,725524157,484242,3348,66315,14.74,-0.15,100,bearish,5094630630454,NYSE,US,short_interest
2025-11-05,NVDA,6753,374718,134069,945,35.78,95078047,235.15,1.11,83.69,-1.17,1515185209,404325,2647,72967,19.47,-0.77,100,bearish,10232045716377,NYSE,US,short_interest
2025-11-06,NVDA,6598,300000,43438,113,14.48,159440365,403.53,1.89,86.58,0.6,2337203007,395118,8630,12120,4.04,-3.35,100,squeeze_watch,15420865440186,NASDAQ,US,short_interest
2025-11-07,NVDA,6474,562095,227062,1120,40.4,357230892,729.87,4.01,61.41,-1.17,4818280583,489444,13352,83068,14.78,-1.9,100,neutral,31193548494342,NASDAQ,US,short_interest
2025-11-10,NVDA,6679,482639,185374,435,38.41,155468231,234.68,3.34,94.4,-1.5,1886563321,662479,1709,84117,17.43,3.47,100,squeeze_watch,12600356420959,NYSE,US,short_interest
2025-11-11,NVDA,6908,300000,62818,229,20.94,103612554,308.17,3.65,84.94,0.54,3791258614,336223,73,15184,5.06,-0.99,100,volatile,26190014505512,NYSE,US,short_interest
2025-11-12,NVDA,6805,665142,244810,3064,36.81,16556482,18.15,1.9,60.66,-0.87,301724981,912431,9316,107936,16.23,1.68,89.3,bearish,2053238495705,NASDAQ,US,short_interest
2025-11-13,NVDA,6953,327546,58222,761,17.78,571640647,1464.9,2.25,66.05,-1.36,3266371512,390225,4967,22255,6.79,4.11,100,squeeze_watch,22711081122936,NYSE,US,short_interest
2025-11-14,NVDA,6940,526837,134762,1637,25.58,227958558,385.56,2.28,45.66,0.23,1573512842,591244,15050,43949,8.34,-0.3,100,highly_bearish,10920179123480,NYSE,US,short_interest
2025-11-17,NVDA,6678,1224018,410302,7673,33.52,152290817,135.09,3.51,67.53,-0.25,2915257854,1127315,1695,216323,17.67,2.96,100,bearish,19468091949012,NASDAQ,US,short_interest
2025-11-18,NVDA,6570,937403,116040,1650,12.38,23266912,22.1,0.67,81.18,0.22,436321398,1053039,18508,28960,3.09,-0.74,75.49,highly_bearish,2866631584860,NYSE,US,short_interest
2025-11-19,NVDA,6757,428573,111388,346,25.99,35460130,81.96,4.42,95.79,0.16,1474505729,432677,4828,18728,4.37,8.2,100,squeeze_watch,9963235210853,NASDAQ,US,short_interest
2025-11-20,NVDA,6493,634014,129105,1553,20.36,64484293,76.53,2.79,61.37,0.41,3771332906,842582,1610,36377,5.74,-3.02,100,volatile,24487264558658,NYSE,US,short_interest
2025-11-21,NVDA,6814,458401,191064,2356,41.68,595980990,930.61,0.05,53.67,-0.91,4322759607,640418,6406,73158,15.96,-1.89,100,squeeze_watch,29455283962098,NYSE,US,short_interest
2025-11-24,NVDA,6786,619538,77429,450,12.5,29859012,42.17,3.0,61.59,0.73,1652071575,708114,4843,41094,6.63,-0.51,100,squeeze_watch,11210957707950,NYSE,US,short_interest
2025-11-25,NVDA,6825,399679,32801,413,8.21,344206138,648.63,3.3,58.96,-1.14,2159190294,530668,11345,13229,3.31,-2.74,100,neutral,14736473756550,NASDAQ,US,short_interest
2025-11-26,NVDA,6504,704408,226976,2075,32.22,445754372,464.65,2.17,69.01,0.55,2705458174,959339,154,103148,14.64,1.35,100,highly_bearish,17596299963696,NASDAQ,US,short_interest
2025-11-27,NVDA,6865,446292,90402,1503,20.26,141947762,302.1,2.59,94.97,-1.14,1267527150,469866,6820,44505,9.97,1.57,100,neutral,8701573884750,NYSE,US,short_interest
2025-11-28,NVDA,6662,577754,107667,2007,18.64,109427022,199.83,1.65,67.71,-0.55,1806212188,547604,13483,48705,8.43,-0.84,100,squeeze_watch,12032985596456,NYSE,US,short_interest
2025-12-01,NVDA,6607,806511,84091,603,10.43,296855188,365.09,0.55,75.45,-0.21,3518159613,813093,3708,36403,4.51,0.49,100,volatile,23244480563091,NYSE,US,short_interest
2025-12-02,NVDA,6702,485936,107375,1196,22.1,339973339,654.14,1.75,75.9,0.77,3538912222,519726,9522,58353,12.01,-2.91,100,volatile,23717789711844,NYSE,US,short_interest
2025-12-03,NVDA,6911,300000,82644,1277,27.55,110242680,308.94,3.98,66.31,-1.47,4135230214,356840,6454,14455,4.82,-2.15,100,neutral,28578576008954,NASDAQ,US,short_interest
2025-12-04,NVDA,6635,1054701,266316,3199,25.25,654179810,685.27,2.68,72.52,0.8,3682881326,954628,20960,41402,3.93,-4.81,100,volatile,24435917598010,NASDAQ,US,short_interest
2025-12-05,NVDA,6488,474164,147662,1618,31.14,150491736,277.06,0.05,60.23,-0.36,2231961970,543180,4349,49253,10.39,-4.14,100,highly_bearish,14480969261360,NASDAQ,US,short_interest
2025-12-08,NVDA,6914,540123,145578,2010,26.95,271906272,457.2,1.51,83.41,-0.57,4153485356,594724,13265,29963,5.55,0.3,100,bearish,28717197751384,NASDAQ,US,short_interest
2025-12-09,NVDA,6776,326976,91448,1556,27.97,861020432,2055.9,2.48,80.12,-1.26,4942196806,418805,4376,25671,7.85,2.33,100,squeeze_watch,33488325557456,NASDAQ,US,short_interest
2025-12-10,NVDA,6931,678112,181856,3253,26.82,42508519,57.64,4.73,92.25,0.49,1986422901,737476,10730,50615,7.46,0.2,100,highly_bearish,13767897126831,NYSE,US,short_interest
2025-12-11,NVDA,6655,1494985,313175,1828,20.95,162739261,104.01,1.34,93.17,-0.12,4677016795,1564675,4990,100126,6.7,-3.22,100,volatile,31125546770725,NYSE,US,short_interest
2025-12-12,NVDA,6707,893515,225195,1603,25.2,43328498,41.96,3.01,52.23,-0.97,888180195,1032728,5120,69735,7.8,-3.16,100,squeeze_watch,5957024567865,NYSE,US,short_interest
2025-12-15,NVDA,6603,459121,71934,198,15.67,395174203,624.35,0.76,55.08,0.09,4165051932,632932,12428,36368,7.92,2.07,100,squeeze_watch,27501837906996,NYSE,US,short_interest
2025-12-16,NVDA,6588,798610,139185,2554,17.43,163386597,170.12,1.85,49.28,-0.58,999308358,960441,23324,26950,3.37,1.71,100,volatile,6583443462504,NASDAQ,US,short_interest
2025-12-17,NVDA,6714,300000,68883,233,22.96,3388279,8.49,0.4,75.71,-0.58,100132497,399248,3276,29409,9.8,1.05,60.0,squeeze_watch,672289584858,NYSE,US,short_interest
2025-12-18,NVDA,6359,683467,196362,2696,28.73,102451710,118.63,0.95,76.03,-1.13,943020997,863642,11010,78531,11.49,3.14,100,bearish,5996670519923,NASDAQ,US,short_interest
2025-12-19,NVDA,6568,413145,124534,1874,30.14,348248295,646.89,2.06,48.36,-0.59,1987172220,538343,8505,54292,13.14,-1.29,100,highly_bearish,13051747140960,NYSE,US,short_interest
2025-12-22,NVDA,6647,429017,175432,2618,40.89,361913864,1004.4,4.94,73.59,-0.71,2594570296,360328,9188,64603,15.06,-1.38,100,squeeze_watch,17246108757512,NYSE,US,short_interest
2025-12-23,NVDA,6838,809467,111047,1677,13.72,384341027,559.17,1.07,47.3,0.4,4070002239,687341,23968,52811,6.52,3.61,100,neutral,27830675310282,NYSE,US,short_interest
2025-12-24,NVDA,6597,785834,71871,1268,9.15,24149404,22.73,4.66,73.18,-0.37,401711935,1062386,6889,25278,3.22,5.02,94.99,highly_bearish,2650093635195,NASDAQ,US,short_interest
2025-12-25,NVDA,7070,617780,106896,1862,17.3,11028118,14.47,2.0,76.43,-0.74,354717595,762090,14272,25554,4.14,5.14,74.3,squeeze_watch,2507853396650,NASDAQ,US,short_interest
2025-12-26,NVDA,7020,1501937,328476,6316,21.87,459567080,370.34,3.19,96.21,-0.77,3183132378,1240946,29846,67556,4.5,-0.24,100,squeeze_watch,22345589293560,NASDAQ,US,short_interest
2025-12-29,NVDA,6820,659163,220472,2485,33.45,11766122,19.54,4.52,50.82,0.31,125891323,602156,8052,96801,14.69,6.43,100,bearish,858578822860,NYSE,US,short_interest
2025-12-30,NVDA,6623,315101,93107,877,29.55,385478768,1140.56,1.22,64.06,-0.42,2476488822,337973,7692,26368,8.37,-1.64,100,volatile,16401785468106,NYSE,US,short_interest
2025-12-31,NVDA,6661,659057,235123,2662,35.68,112025889,154.58,3.66,61.7,0.15,1043876952,724705,344,110859,16.82,0.09,100,volatile,6953264377272,NYSE,US,short_interest
2026-01-01,NVDA,6964,306042,80868,1528,26.42,5250672,17.76,2.52,71.68,-1.02,326338180,295655,4479,43282,14.14,3.2,87.98,highly_bearish,2272619085520,NYSE,US,short_interest
2026-01-02,NVDA,6916,806323,119592,2061,14.83,74238721,73.47,4.81,76.27,0.52,563213392,1010461,10869,58510,7.26,-2.72,100,bearish,3895183819072,NASDAQ,US,short_interest
2026-01-05,NVDA,6740,970972,258526,4597,26.63,17313560,15.71,3.8,95.33,-0.88,1239386534,1101933,24713,63603,6.55,3.7,100,bearish,8353465239160,NYSE,US,short_interest
2026-01-06,NVDA,6738,340262,74283,447,21.83,99767713,283.83,0.99,86.14,0.14,869950010,351510,9681,32739,9.62,5.6,100,highly_bearish,5861723167380,NASDAQ,US,short_interest
2026-01-07,NVDA,6934,351776,40146,735,11.41,584741938,1351.06,4.11,70.7,0.57,4086507290,432803,1753,19142,5.44,-6.07,100,highly_bearish,28335841548860,NASDAQ,US,short_interest
2026-01-08,NVDA,6754,393957,35567,656,9.03,734260455,1987.76,0.1,53.99,-0.81,4822401174,369390,2326,11873,3.01,0.17,100,highly_bearish,32570497529196,NYSE,US,short_interest
2026-01-09,NVDA,6855,349388,45379,745,12.99,83026325,187.91,0.11,72.89,0.52,2911003844,441845,1392,12458,3.57,1.51,100,squeeze_watch,19954931350620,NYSE,US,short_interest
2026-01-12,NVDA,6689,1058967,335313,6313,31.66,818396774,814.87,2.57,48.58,-0.25,4780998946,1004325,9207,124326,11.74,1.8,100,highly_bearish,31980101949794,NYSE,US,short_interest
2026-01-13,NVDA,6918,751260,216024,3918,28.75,426705028,451.86,2.7,96.86,0.03,3623094144,944323,19762,61688,8.21,0.94,100,bearish,25064565288192,NASDAQ,US,short_interest
2026-01-14,NVDA,6642,389206,93992,702,24.15,47349018,110.1,2.45,61.01,-0.56,711647211,430046,3024,41961,10.78,-3.9,100,volatile,4726760775462,NASDAQ,US,short_interest
2026-01-15,NVDA,7132,1063677,416790,6363,39.18,111113162,116.32,4.21,55.34,-0.95,1167196705,955254,3266,75057,7.06,-4.87,100,volatile,8324446900060,NYSE,US,short_interest
2026-01-16,NVDA,6746,300000,43781,188,14.59,163420371,475.71,1.95,91.1,-1.16,934689505,343530,880,18118,6.04,1.27,100,highly_bearish,6305415400730,NASDAQ,US,short_interest
2026-01-19,NVDA,6630,804368,175982,2755,21.88,28913360,31.59,5.62,90.61,-1.44,1285198636,915290,13352,94474,11.75,-0.16,100,neutral,8520866956680,NYSE,US,short_interest
2026-01-20,NVDA,6616,507969,187639,1645,36.94,411181500,715.0,2.23,80.84,-0.81,3453058994,575077,10221,84436,16.62,-0.86,100,bearish,22845438304304,NASDAQ,US,short_interest
2026-01-21,NVDA,6681,1072627,332544,4374,31.0,110969797,95.43,2.73,50.47,-0.84,3210602592,1162810,364,53700,5.01,-1.79,100,volatile,21450035917152,NASDAQ,US,short_interest
2026-01-22,NVDA,6425,434198,47392,342,10.91,452310880,1035.06,2.83,66.79,-0.1,4147673489,436990,3936,17813,4.1,-3.23,100,highly_bearish,26648802166825,NYSE,US,short_interest
2026-01-23,NVDA,6864,730267,292484,3538,40.05,88579748,95.66,0.17,47.36,-0.82,2631891455,926024,19234,158946,21.77,6.06,100,neutral,18065302947120,NASDAQ,US,short_interest
2026-01-26,NVDA,6685,761712,304870,5177,40.02,124373550,144.66,2.49,85.06,0.04,1778801835,859746,2673,81328,10.68,-0.49,100,volatile,11891290266975,NASDAQ,US,short_interest
2026-01-27,NVDA,6482,300000,114763,675,38.25,561572450,1821.87,2.48,89.31,-1.47,3474208180,308240,2651,21842,7.28,1.52,100,squeeze_watch,22519817422760,NASDAQ,US,short_interest
2026-01-28,NVDA,6857,519624,176467,1144,33.96,38641208,55.24,5.0,74.62,0.08,778158835,699499,10604,58462,11.25,2.49,100,volatile,5335835131595,NYSE,US,short_interest
2026-01-29,NVDA,6750,844882,275585,3962,32.62,414299888,387.72,1.03,91.32,-0.68,4179737988,1068547,11943,96168,11.38,-1.16,100,squeeze_watch,28213231419000,NASDAQ,US,short_interest
2026-01-30,NVDA,6564,688315,205444,3374,29.85,185975637,236.27,2.81,47.74,-1.1,1106488788,787134,3494,112238,16.31,0.43,100,squeeze_watch,7262992404432,NYSE,US,short_interest
2026-02-02,NVDA,6620,488014,150122,1750,30.76,424241052,1075.52,2.89,63.72,0.63,3652539162,394453,524,31471,6.45,-5.83,100,squeeze_watch,24179809252440,NYSE,US,short_interest
2026-02-03,NVDA,6709,612837,192457,1400,31.4,31612270,62.92,1.45,54.37,-0.02,2733738199,502454,6788,33966,5.54,-2.36,100,squeeze_watch,18340649577091,NASDAQ,US,short_interest
2026-02-04,NVDA,6670,386374,149569,1417,38.71,57830730,178.19,3.06,47.2,0.45,707358373,324549,1406,32475,8.41,-6.19,100,bearish,4718080347910,NASDAQ,US,short_interest
2026-02-05,NVDA,6838,300000,59063,481,19.69,189410647,462.56,1.24,83.38,-1.38,1164919266,409487,5131,17224,5.74,-0.97,100,bearish,7965717940908,NYSE,US,short_interest
2026-02-06,NVDA,6886,875276,154271,944,17.63,809453273,774.96,1.22,57.49,-1.01,4744473150,1044504,1555,79247,9.05,6.64,100,highly_bearish,32670442110900,NYSE,US,short_interest
2026-02-09,NVDA,6696,457533,40871,492,8.93,93951997,172.59,0.88,90.19,-1.21,2230520295,544359,2401,14010,3.06,-2.4,100,neutral,14935563895320,NYSE,US,short_interest
2026-02-10,NVDA,6642,583049,78258,1114,13.42,113852896,141.12,3.15,97.99,-0.95,1117602380,806806,12678,23986,4.11,5.34,100,squeeze_watch,7423115007960,NYSE,US,short_interest
2026-02-11,NVDA,6777,300000,95754,667,31.92,143273851,559.66,3.84,61.22,0.52,912210879,256002,2514,35685,11.89,-5.15,100,neutral,6182053126983,NYSE,US,short_interest
2026-02-12,NVDA,7099,314233,66847,502,21.27,285769829,746.45,0.39,64.36,0.3,3924443052,382840,4491,35269,11.22,-1.42,100,squeeze_watch,27859621226148,NYSE,US,short_interest
2026-02-13,NVDA,6543,494935,123895,406,25.03,244456964,423.81,3.04,95.28,-1.31,2441358361,576806,3475,31521,6.37,-3.32,100,neutral,15973807756023,NYSE,US,short_interest
2026-02-16,NVDA,6432,395358,75713,515,19.15,30204588,76.02,0.16,91.38,-1.03,1657400760,397327,3130,14168,3.58,-1.9,100,squeeze_watch,10660401688320,NASDAQ,US,short_interest
2026-02-17,NVDA,6749,355898,132026,2325,37.1,49982076,130.33,0.21,74.58,0.71,1599189710,383491,5310,33990,9.55,-4.34,100,bearish,10792931352790,NASDAQ,US,short_interest
2026-02-18,NVDA,7000,962500,145051,592,15.07,16388603,19.12,3.07,90.94,0.61,1088916500,857153,8290,25547,2.65,3.72,90.98,bearish,7622415500000,NASDAQ,US,short_interest
2026-02-19,NVDA,7021,864273,347747,1647,40.24,440820059,447.8,1.41,70.82,0.57,4822698819,984408,5820,101744,11.77,-4.88,100,squeeze_watch,33860168408199,NASDAQ,US,short_interest
2026-02-20,NVDA,6622,539540,129762,276,24.05,478173832,1080.07,2.93,46.19,-0.01,3264649628,442724,4472,34951,6.48,4.09,100,bearish,21618509836616,NYSE,US,short_interest
2026-02-23,NVDA,6662,427577,141667,457,33.13,116402647,330.98,0.4,89.11,-1.41,1318357714,351689,6216,70857,16.57,0.92,100,highly_bearish,8782899090668,NYSE,US,short_interest
2026-02-24,NVDA,6627,554426,97120,591,17.52,24971158,49.68,4.15,68.78,0.23,2131451367,502654,9557,15816,2.85,1.73,100,volatile,14125128209109,NASDAQ,US,short_interest
2026-02-25,NVDA,6684,1420240,247983,4441,17.46,16505708,12.08,2.3,66.62,-1.3,1288189693,1366286,35463,106682,7.51,0.56,69.2,squeeze_watch,8610259908012,NYSE,US,short_interest
2026-02-26,NVDA,6877,480596,158495,1142,32.98,96273602,162.91,0.79,75.41,0.32,1641602635,590947,14356,48101,10.01,-0.32,100,neutral,11289301320895,NASDAQ,US,short_interest
2026-02-27,NVDA,6654,326237,93029,1646,28.52,48014195,112.18,0.53,71.5,-0.71,1209616724,427993,6162,15912,4.88,-4.66,100,squeeze_watch,8048789681496,NYSE,US,short_interest
2026-03-02,NVDA,6976,436411,133963,453,30.7,282565956,593.38,0.77,53.57,-1.12,4226792377,476194,7722,58959,13.51,-1.71,100,bearish,29486103621952,NASDAQ,US,short_interest
2026-03-03,NVDA,6822,300000,26581,430,8.86,53576536,135.84,4.49,95.06,-0.89,2305072370,394395,3589,5868,1.96,1.27,100,squeeze_watch,15725203708140,NYSE,US,short_interest
2026-03-04,NVDA,6911,354546,145936,1366,41.16,40413261,104.36,2.02,71.7,-0.36,988421796,387245,4994,69699,19.66,0.03,100,squeeze_watch,6830983032156,NASDAQ,US,short_interest
2026-03-05,NVDA,6845,300000,67885,1027,22.63,691797541,2301.8,2.56,65.63,0.67,4294674976,300546,2515,24478,8.16,0.77,100,bearish,29397050210720,NYSE,US,short_interest
2026-03-06,NVDA,6322,576253,234284,2049,40.66,23422531,41.0,0.18,84.78,-1.23,1888430772,571349,8445,112495,19.52,4.1,100,volatile,11938659340584,NYSE,US,short_interest
2026-03-09,NVDA,6699,488244,133986,2201,27.44,37412118,60.88,2.73,88.12,0.79,464928172,614549,12565,64148,13.14,5.87,100,squeeze_watch,3114553824228,NASDAQ,US,short_interest
2026-03-10,NVDA,6489,798944,182906,2623,22.89,166766880,210.85,0.77,76.66,-0.58,1293148262,790909,12696,91335,11.43,-3.34,100,highly_bearish,8391239072118,NYSE,US,short_interest
2026-03-11,NVDA,6690,530227,175650,2872,33.13,227099124,479.04,1.27,83.37,-1.22,2964408157,474076,9787,90894,17.14,-6.34,100,squeeze_watch,19831890570330,NASDAQ,US,short_interest
2026-03-12,NVDA,6923,644131,240169,2900,37.29,243753902,300.39,0.1,65.3,-1.09,3306864943,811449,9107,46246,7.18,-2.88,100,neutral,22893426000389,NYSE,US,short_interest
2026-03-13,NVDA,6953,755519,229745,3877,30.41,281610397,350.11,1.18,66.04,-0.48,1595961206,804352,20999,106118,14.05,1.61,100,bearish,11096718265318,NASDAQ,US,short_interest
2026-03-16,NVDA,6854,651034,199292,2688,30.61,23347225,31.99,2.26,54.62,0.55,627276836,729877,17965,39623,6.09,-3.85,100,volatile,4299355433944,NASDAQ,US,short_interest
2026-03-17,NVDA,6609,356306,36489,546,10.24,123598732,255.37,2.14,85.65,-0.05,3332476868,484002,10066,14589,4.09,0.5,100,highly_bearish,22024339620612,NASDAQ,US,short_interest
2026-03-18,NVDA,6847,427995,126831,1440,29.63,95039864,203.66,2.35,50.7,-0.91,1469260965,466668,997,29289,6.84,-0.29,100,squeeze_watch,10060029827355,NASDAQ,US,short_interest
2026-03-19,NVDA,7002,814717,311588,5425,38.24,386958792,591.29,0.83,73.22,-0.36,2914166299,654436,22539,140111,17.2,-5.38,100,squeeze_watch,20404992425598,NYSE,US,short_interest
2026-03-20,NVDA,6891,727892,70715,703,9.72,71288066,97.21,3.29,81.58,0.31,617862317,733323,905,18885,2.59,1.75,100,squeeze_watch,4257689226447,NASDAQ,US,short_interest
2026-03-23,NVDA,6723,452454,179290,2874,39.63,99585876,255.94,3.93,62.69,0.29,3061519986,389096,4155,78275,17.3,-4.03,100,highly_bearish,20582598865878,NYSE,US,short_interest
2026-03-24,NVDA,6659,401721,165528,1599,41.2,142040579,305.1,2.56,65.09,-0.82,913720664,465558,7578,41700,10.38,6.17,100,bearish,6084465901576,NASDAQ,US,short_interest
2026-03-25,NVDA,6708,554518,90987,545,16.41,348912406,494.58,3.28,65.18,-0.81,1946387535,705469,12638,46074,8.31,-1.2,100,highly_bearish,13056367584780,NYSE,US,short_interest
2026-03-26,NVDA,6763,892390,335020,4316,37.54,314137107,437.44,2.45,86.32,-0.67,4054180224,718132,9985,175754,19.69,-2.73,100,squeeze_watch,27418420854912,NASDAQ,US,short_interest
2026-03-27,NVDA,6678,736154,109734,241,14.91,184417535,222.82,2.69,98.02,-0.25,3209718837,827651,21192,58615,7.96,3.11,100,neutral,21434502393486,NASDAQ,US,short_interest
2026-03-30,NVDA,6780,324413,48473,299,14.94,52198447,179.15,2.47,62.51,0.59,2527037098,291374,3660,15291,4.71,0.72,100,squeeze_watch,17133311524440,NYSE,US,short_interest
2026-03-31,NVDA,6646,766883,167987,1022,21.91,12165004,12.81,1.71,52.71,-1.14,674808113,949411,14073,32426,4.23,-0.92,65.45,bearish,4484774718998,NYSE,US,short_interest
2026-04-01,NVDA,6740,300000,102343,910,34.11,40915652,101.69,2.99,48.64,0.34,1706197828,402363,2000,24420,8.14,0.67,100,neutral,11499773360720,NYSE,US,short_interest
2026-04-02,NVDA,6683,406851,170715,2381,41.96,109628565,193.61,0.05,76.07,-0.12,3170008761,566235,7477,50093,12.31,0.14,100,highly_bearish,21185168549763,NYSE,US,short_interest
2026-04-03,NVDA,6902,534703,109144,897,20.41,35739644,69.66,3.65,82.03,-1.03,778984709,513048,11504,58811,11.0,0.35,100,highly_bearish,5376552461518,NASDAQ,US,short_interest
2026-04-06,NVDA,6719,887477,272941,3318,30.75,212190877,202.63,1.15,63.55,-0.53,2727710157,1047180,14576,47708,5.38,0.21,100,squeeze_watch,18327484544883,NASDAQ,US,short_interest
2026-04-07,NVDA,6906,387582,151005,1187,38.96,443448368,927.76,2.21,96.16,-0.83,4203124692,477977,10851,56300,14.53,2.5,100,squeeze_watch,29026779122952,NYSE,US,short_interest
2026-04-08,NVDA,6684,902613,352943,5792,39.1,17249855,14.1,3.66,90.35,0.4,602960756,1223204,6637,62607,6.94,1.27,100,bearish,4030189693104,NYSE,US,short_interest
2026-04-09,NVDA,6991,786508,245340,1014,31.19,221007777,211.23,3.38,66.41,-0.93,2727169057,1046302,10647,63874,8.12,-0.48,100,bearish,19065638877487,NYSE,US,short_interest
2026-04-10,NVDA,7072,1166737,308896,3501,26.48,107719683,111.42,1.98,95.48,0.47,2419225289,966829,27966,101236,8.68,6.02,100,highly_bearish,17108761243808,NYSE,US,short_interest
2026-04-13,NVDA,6837,636030,126689,1614,19.92,19875313,34.81,1.92,93.72,0.5,425056584,570956,5703,43133,6.78,-1.37,100,neutral,2906111864808,NASDAQ,US,short_interest
2026-04-14,NVDA,6763,424067,160992,3065,37.96,617871582,1481.86,3.57,63.0,-1.0,4325427970,416958,10949,67631,15.95,3.0,100,highly_bearish,29252869361110,NYSE,US,short_interest
2026-04-15,NVDA,6713,536155,52241,859,9.74,409603924,700.02,1.83,50.31,-0.9,3829319025,585129,749,25114,4.68,0.99,100,squeeze_watch,25706218614825,NYSE,US,short_interest
2026-04-16,NVDA,6850,507799,144547,1415,28.47,485694568,983.52,2.86,51.87,-1.12,2823299734,493833,3364,21987,4.33,-2.16,100,highly_bearish,19339603177900,NYSE,US,short_interest
2026-04-17,NVDA,6983,1274152,419199,3443,32.9,497673686,339.26,1.89,56.47,0.36,2773287122,1466939,9562,99290,7.79,1.49,100,highly_bearish,19365863972926,NASDAQ,US,short_interest
2026-04-20,NVDA,7237,659872,220565,1984,33.43,11771234,14.88,0.81,77.19,0.68,283817651,790976,8930,47795,7.24,-1.85,80.94,bearish,2053988340287,NASDAQ,US,short_interest
2026-04-21,NVDA,6952,866111,160753,1611,18.56,819056348,687.44,1.05,85.39,0.75,4643672720,1191460,2045,27311,3.15,-1.16,100,highly_bearish,32282812749440,NASDAQ,US,short_interest
2026-04-22,NVDA,7002,372366,91933,1033,24.69,379647920,1183.21,4.04,95.42,-0.13,3827084768,320864,1899,23222,6.24,1.1,100,squeeze_watch,26797247545536,NYSE,US,short_interest
2026-04-23,NVDA,6361,729471,86122,1046,11.81,27441613,34.41,2.55,47.8,-1.12,276099375,797587,4948,18669,2.56,-0.65,93.09,volatile,1756268124375,NASDAQ,US,short_interest
2026-04-24,NVDA,6857,625636,112712,821,18.02,350752821,591.92,4.32,80.18,-0.2,3217740153,592563,10681,61708,9.86,4.01,100,neutral,22064044229121,NASDAQ,US,short_interest
2026-04-27,NVDA,6789,643396,101080,618,15.71,164391980,317.16,2.53,57.66,0.21,1160071612,518320,6484,31254,4.86,5.68,100,highly_bearish,7875726173868,NYSE,US,short_interest
2026-04-28,NVDA,6795,802884,247066,3590,30.77,257262943,306.38,2.71,80.57,0.6,2759849992,839696,14267,67543,8.41,-5.1,100,highly_bearish,18753180695640,NASDAQ,US,short_interest
2026-04-29,NVDA,7075,1281057,136415,489,10.65,740240739,642.51,0.05,58.12,0.65,4544047919,1152114,28118,28763,2.25,3.44,100,neutral,32149139026925,NYSE,US,short_interest
2026-04-30,NVDA,6880,530784,131428,1145,24.76,604691051,1219.38,1.62,52.0,0.79,4914417601,495899,7419,40732,7.67,-4.68,100,neutral,33811193094880,NASDAQ,US,short_interest
2026-05-01,NVDA,6917,1184388,442510,5366,37.36,43527821,39.89,2.2,94.09,-1.21,1484496347,1091113,15738,78213,6.6,1.39,100,squeeze_watch,10268261232199,NASDAQ,US,short_interest
2026-05-04,NVDA,6717,781870,274920,2543,35.16,200320331,277.37,2.1,85.43,-0.96,1474658742,722217,2663,63511,8.12,2.92,100,bearish,9905282770014,NASDAQ,US,short_interest
2026-05-05,NVDA,6852,1195808,243514,2459,20.36,644464759,603.75,1.62,79.07,-0.14,4514851903,1067434,11494,80336,6.72,-1.07,100,volatile,30935765239356,NYSE,US,short_interest
2026-05-06,NVDA,6980,300000,85187,608,28.4,54663515,216.76,0.76,96.76,-0.2,402129672,252189,3459,25498,8.5,-3.06,100,squeeze_watch,2806865110560,NYSE,US,short_interest
2026-05-07,NVDA,6793,399458,69437,588,17.38,238047574,511.5,0.05,96.51,-1.11,4755701169,465393,5877,12408,3.11,-1.52,100,squeeze_watch,32305478041017,NASDAQ,US,short_interest
2026-05-08,NVDA,6665,1547045,513565,6786,33.2,252288157,127.13,5.14,73.35,0.18,1816199514,1984512,3966,128636,8.31,-6.12,100,squeeze_watch,12104969760810,NYSE,US,short_interest
2025-05-09,MSFT,18298,740535,185674,2725,25.07,122201796,137.97,3.18,72.06,-0.59,852958891,885735,4596,85043,11.48,0.14,100,squeeze_watch,15607441787518,NYSE,US,short_interest
